uid,bank_account
Rwanda_uniqueid_6961,No
Kenya_uniqueid_1128,No
Tanzania_uniqueid_5325,No
Kenya_uniqueid_4408,Yes
Kenya_uniqueid_1800,Yes
Rwanda_uniqueid_4723,No
Rwanda_uniqueid_3934,Yes
Kenya_uniqueid_2388,No
Tanzania_uniqueid_826,No
Rwanda_uniqueid_4844,No
Kenya_uniqueid_5649,Yes
Tanzania_uniqueid_5361,Yes
Kenya_uniqueid_6070,Yes
Kenya_uniqueid_3513,Yes
Rwanda_uniqueid_933,No
Tanzania_uniqueid_2266,No
Rwanda_uniqueid_4433,No
Rwanda_uniqueid_1749,No
Tanzania_uniqueid_2672,Yes
Rwanda_uniqueid_2064,Yes
Kenya_uniqueid_5759,No
Kenya_uniqueid_4289,No
Rwanda_uniqueid_628,No
Tanzania_uniqueid_1692,No
Tanzania_uniqueid_5042,No
Uganda_uniqueid_1550,No
Uganda_uniqueid_1936,No
Rwanda_uniqueid_1735,No
Tanzania_uniqueid_2807,No
Kenya_uniqueid_3261,No
Rwanda_uniqueid_4803,No
Rwanda_uniqueid_2206,Yes
Tanzania_uniqueid_4036,No
Uganda_uniqueid_171,No
Kenya_uniqueid_2841,Yes
Uganda_uniqueid_1568,No
Kenya_uniqueid_2616,No
Rwanda_uniqueid_2302,No
Rwanda_uniqueid_2354,No
Kenya_uniqueid_3561,Yes
Tanzania_uniqueid_1249,No
Rwanda_uniqueid_4933,Yes
Kenya_uniqueid_4082,Yes
Kenya_uniqueid_1512,No
Uganda_uniqueid_1757,No
Kenya_uniqueid_5859,No
Kenya_uniqueid_5282,No
Tanzania_uniqueid_5306,No
Uganda_uniqueid_51,No
Rwanda_uniqueid_1148,Yes
Rwanda_uniqueid_5650,No
Uganda_uniqueid_962,No
Rwanda_uniqueid_4788,No
Kenya_uniqueid_474,No
Rwanda_uniqueid_954,Yes
Kenya_uniqueid_1847,No
Tanzania_uniqueid_2430,No
Rwanda_uniqueid_8634,Yes
Rwanda_uniqueid_2948,No
Rwanda_uniqueid_2881,Yes
Rwanda_uniqueid_3819,Yes
Tanzania_uniqueid_5300,No
Kenya_uniqueid_5826,No
Rwanda_uniqueid_6617,No
Kenya_uniqueid_1852,No
Rwanda_uniqueid_1090,No
Tanzania_uniqueid_646,No
Kenya_uniqueid_1682,Yes
Kenya_uniqueid_1453,No
Uganda_uniqueid_1232,No
Tanzania_uniqueid_6168,No
Rwanda_uniqueid_7051,No
Rwanda_uniqueid_3805,No
Uganda_uniqueid_752,No
Tanzania_uniqueid_534,No
Rwanda_uniqueid_3992,No
Rwanda_uniqueid_3978,No
Kenya_uniqueid_300,Yes
Kenya_uniqueid_1108,Yes
Kenya_uniqueid_851,Yes
Tanzania_uniqueid_5221,No
Rwanda_uniqueid_6283,No
Rwanda_uniqueid_5333,No
Kenya_uniqueid_2247,No
Rwanda_uniqueid_4101,No
Rwanda_uniqueid_316,No
Rwanda_uniqueid_19,No
Rwanda_uniqueid_7594,Yes
Rwanda_uniqueid_6801,No
Kenya_uniqueid_9,Yes
Tanzania_uniqueid_1102,No
Kenya_uniqueid_5368,Yes
Rwanda_uniqueid_8506,No
Kenya_uniqueid_4041,Yes
Rwanda_uniqueid_6863,No
Rwanda_uniqueid_1724,No
Tanzania_uniqueid_2020,No
Tanzania_uniqueid_1051,No
Tanzania_uniqueid_2075,No
Tanzania_uniqueid_2493,No
Rwanda_uniqueid_3631,No
Rwanda_uniqueid_6310,No
Kenya_uniqueid_5102,Yes
Tanzania_uniqueid_3670,No
Kenya_uniqueid_3098,Yes
Rwanda_uniqueid_6933,Yes
Rwanda_uniqueid_5783,No
Tanzania_uniqueid_4160,No
Tanzania_uniqueid_1113,No
Uganda_uniqueid_1867,No
Rwanda_uniqueid_7439,No
Tanzania_uniqueid_2022,No
Tanzania_uniqueid_6485,No
Kenya_uniqueid_3658,Yes
Rwanda_uniqueid_4589,No
Rwanda_uniqueid_5588,No
Tanzania_uniqueid_5446,No
Uganda_uniqueid_196,No
Rwanda_uniqueid_4869,No
Rwanda_uniqueid_7760,Yes
Tanzania_uniqueid_5383,No
Rwanda_uniqueid_2914,No
Rwanda_uniqueid_7534,No
Kenya_uniqueid_5974,No
Tanzania_uniqueid_4229,No
Tanzania_uniqueid_3914,No
Kenya_uniqueid_5633,Yes
Rwanda_uniqueid_6650,No
Tanzania_uniqueid_2123,No
Tanzania_uniqueid_2254,Yes
Tanzania_uniqueid_184,No
Kenya_uniqueid_5787,Yes
Tanzania_uniqueid_2177,No
Tanzania_uniqueid_1029,No
Uganda_uniqueid_2037,No
Uganda_uniqueid_450,No
Uganda_uniqueid_530,No
Rwanda_uniqueid_6247,No
Kenya_uniqueid_3088,Yes
Tanzania_uniqueid_3092,No
Kenya_uniqueid_2479,No
Kenya_uniqueid_5432,No
Rwanda_uniqueid_3751,No
Rwanda_uniqueid_4915,Yes
Tanzania_uniqueid_5902,Yes
Rwanda_uniqueid_5139,No
Rwanda_uniqueid_3734,No
Rwanda_uniqueid_2388,No
Rwanda_uniqueid_6004,Yes
Tanzania_uniqueid_2106,No
Kenya_uniqueid_832,Yes
Tanzania_uniqueid_4238,No
Rwanda_uniqueid_6473,No
Rwanda_uniqueid_6044,No
Rwanda_uniqueid_113,No
Uganda_uniqueid_1905,No
Kenya_uniqueid_1929,No
Kenya_uniqueid_1371,Yes
Kenya_uniqueid_3091,No
Tanzania_uniqueid_183,No
Rwanda_uniqueid_8660,No
Rwanda_uniqueid_5481,No
Tanzania_uniqueid_1762,No
Rwanda_uniqueid_7695,Yes
Tanzania_uniqueid_3338,Yes
Kenya_uniqueid_1917,Yes
Tanzania_uniqueid_4703,No
Uganda_uniqueid_645,No
Tanzania_uniqueid_4158,No
Rwanda_uniqueid_4274,No
Rwanda_uniqueid_5064,No
Tanzania_uniqueid_3905,Yes
Rwanda_uniqueid_2622,No
Rwanda_uniqueid_5008,No
Kenya_uniqueid_3620,Yes
Rwanda_uniqueid_1358,Yes
Kenya_uniqueid_5988,No
Uganda_uniqueid_637,No
Rwanda_uniqueid_2850,Yes
Tanzania_uniqueid_5401,No
Rwanda_uniqueid_1113,Yes
Kenya_uniqueid_1977,No
Kenya_uniqueid_2310,Yes
Kenya_uniqueid_3550,Yes
Kenya_uniqueid_1767,Yes
Rwanda_uniqueid_1083,No
Uganda_uniqueid_66,No
Kenya_uniqueid_4908,No
Rwanda_uniqueid_4970,No
Kenya_uniqueid_5165,Yes
Tanzania_uniqueid_1566,No
Tanzania_uniqueid_1778,Yes
Kenya_uniqueid_4639,Yes
Rwanda_uniqueid_5246,Yes
Rwanda_uniqueid_2170,Yes
Tanzania_uniqueid_292,No
Kenya_uniqueid_1656,No
Kenya_uniqueid_2862,No
Rwanda_uniqueid_2734,No
Rwanda_uniqueid_7841,No
Kenya_uniqueid_3323,No
Tanzania_uniqueid_4605,No
Kenya_uniqueid_5904,Yes
Kenya_uniqueid_3862,No
Rwanda_uniqueid_1996,No
Kenya_uniqueid_4813,Yes
Kenya_uniqueid_2127,Yes
Tanzania_uniqueid_5305,No
Tanzania_uniqueid_1126,Yes
Kenya_uniqueid_2089,No
Kenya_uniqueid_982,No
Tanzania_uniqueid_4627,No
Rwanda_uniqueid_8673,Yes
Rwanda_uniqueid_5880,No
Kenya_uniqueid_5268,No
Kenya_uniqueid_801,Yes
Rwanda_uniqueid_5487,No
Rwanda_uniqueid_7027,No
Tanzania_uniqueid_679,No
Kenya_uniqueid_3291,No
Uganda_uniqueid_1650,No
Uganda_uniqueid_831,No
Rwanda_uniqueid_3949,No
Kenya_uniqueid_1517,No
Rwanda_uniqueid_2463,Yes
Tanzania_uniqueid_1358,No
Rwanda_uniqueid_8511,No
Rwanda_uniqueid_8619,No
Tanzania_uniqueid_5626,No
Tanzania_uniqueid_6111,No
Rwanda_uniqueid_3444,Yes
Kenya_uniqueid_2433,Yes
Rwanda_uniqueid_789,No
Uganda_uniqueid_172,No
Tanzania_uniqueid_5234,No
Rwanda_uniqueid_8732,No
Tanzania_uniqueid_3833,No
Tanzania_uniqueid_1708,No
Rwanda_uniqueid_517,No
Kenya_uniqueid_3218,Yes
Rwanda_uniqueid_1599,Yes
Rwanda_uniqueid_8481,No
Uganda_uniqueid_1396,Yes
Rwanda_uniqueid_8648,No
Tanzania_uniqueid_3927,No
Kenya_uniqueid_797,No
Rwanda_uniqueid_8025,Yes
Tanzania_uniqueid_5973,No
Rwanda_uniqueid_5735,Yes
Rwanda_uniqueid_7086,No
Tanzania_uniqueid_111,No
Kenya_uniqueid_5310,No
Rwanda_uniqueid_6058,Yes
Kenya_uniqueid_3102,No
Uganda_uniqueid_1078,No
Rwanda_uniqueid_2209,No
Tanzania_uniqueid_168,No
Rwanda_uniqueid_626,No
Kenya_uniqueid_27,No
Rwanda_uniqueid_6356,Yes
Rwanda_uniqueid_6783,No
Kenya_uniqueid_3100,Yes
Rwanda_uniqueid_6512,No
Tanzania_uniqueid_1115,No
Tanzania_uniqueid_2065,No
Rwanda_uniqueid_6527,No
Kenya_uniqueid_5701,Yes
Tanzania_uniqueid_1768,No
Rwanda_uniqueid_3299,No
Rwanda_uniqueid_4355,No
Rwanda_uniqueid_3300,Yes
Rwanda_uniqueid_1529,No
Rwanda_uniqueid_4038,No
Rwanda_uniqueid_5833,No
Rwanda_uniqueid_7722,No
Tanzania_uniqueid_5392,No
Kenya_uniqueid_5119,No
Kenya_uniqueid_2232,Yes
Tanzania_uniqueid_5795,No
Rwanda_uniqueid_7386,No
Kenya_uniqueid_1591,Yes
Tanzania_uniqueid_1209,No
Rwanda_uniqueid_405,No
Rwanda_uniqueid_4195,No
Tanzania_uniqueid_4529,No
Uganda_uniqueid_1037,No
Kenya_uniqueid_1593,Yes
Rwanda_uniqueid_2570,No
Kenya_uniqueid_1083,No
Rwanda_uniqueid_6612,No
Kenya_uniqueid_3222,No
Rwanda_uniqueid_1785,No
Uganda_uniqueid_1744,No
Rwanda_uniqueid_7607,No
Kenya_uniqueid_3547,No
Uganda_uniqueid_1038,No
Rwanda_uniqueid_800,No
Rwanda_uniqueid_445,Yes
Tanzania_uniqueid_5121,No
Kenya_uniqueid_2714,No
Tanzania_uniqueid_2866,Yes
Rwanda_uniqueid_6423,No
Tanzania_uniqueid_1630,No
Tanzania_uniqueid_2258,No
Rwanda_uniqueid_5772,No
Kenya_uniqueid_1905,Yes
Kenya_uniqueid_5726,No
Rwanda_uniqueid_2193,No
Tanzania_uniqueid_2826,No
Kenya_uniqueid_435,Yes
Kenya_uniqueid_4857,Yes
Uganda_uniqueid_1611,No
Rwanda_uniqueid_2919,Yes
Kenya_uniqueid_2835,No
Kenya_uniqueid_2204,No
Kenya_uniqueid_3446,Yes
Tanzania_uniqueid_166,No
Uganda_uniqueid_588,No
Rwanda_uniqueid_895,No
Tanzania_uniqueid_841,Yes
Rwanda_uniqueid_1439,No
Kenya_uniqueid_4281,Yes
Kenya_uniqueid_3768,Yes
Tanzania_uniqueid_6246,No
Uganda_uniqueid_1638,No
Uganda_uniqueid_1516,No
Rwanda_uniqueid_2686,Yes
Rwanda_uniqueid_4358,No
Rwanda_uniqueid_4431,No
Tanzania_uniqueid_4924,No
Uganda_uniqueid_1461,No
Rwanda_uniqueid_3259,Yes
Tanzania_uniqueid_4713,No
Kenya_uniqueid_5379,Yes
Uganda_uniqueid_723,No
Tanzania_uniqueid_41,No
Rwanda_uniqueid_1173,No
Rwanda_uniqueid_7457,No
Kenya_uniqueid_933,Yes
Rwanda_uniqueid_2315,No
Rwanda_uniqueid_8376,Yes
Kenya_uniqueid_3485,No
Tanzania_uniqueid_4016,No
Rwanda_uniqueid_6235,No
Kenya_uniqueid_1369,No
Rwanda_uniqueid_1523,No
Kenya_uniqueid_4205,No
Kenya_uniqueid_1548,Yes
Rwanda_uniqueid_4426,No
Rwanda_uniqueid_7561,No
Tanzania_uniqueid_1185,No
Tanzania_uniqueid_4428,No
Tanzania_uniqueid_1201,No
Rwanda_uniqueid_6539,No
Rwanda_uniqueid_1412,No
Rwanda_uniqueid_2478,No
Rwanda_uniqueid_7939,No
Rwanda_uniqueid_7171,No
Rwanda_uniqueid_2758,No
Kenya_uniqueid_1936,No
Kenya_uniqueid_4900,No
Tanzania_uniqueid_2857,No
Kenya_uniqueid_3992,Yes
Kenya_uniqueid_3448,Yes
Rwanda_uniqueid_4557,Yes
Kenya_uniqueid_1186,Yes
Tanzania_uniqueid_4905,No
Rwanda_uniqueid_2903,No
Kenya_uniqueid_3022,No
Rwanda_uniqueid_3301,No
Tanzania_uniqueid_4798,No
Rwanda_uniqueid_8626,No
Rwanda_uniqueid_144,No
Kenya_uniqueid_4596,Yes
Rwanda_uniqueid_6664,No
Rwanda_uniqueid_5258,No
Rwanda_uniqueid_6803,No
Tanzania_uniqueid_1281,No
Rwanda_uniqueid_8001,No
Rwanda_uniqueid_3056,No
Tanzania_uniqueid_3003,No
Kenya_uniqueid_5143,Yes
Kenya_uniqueid_4994,Yes
Rwanda_uniqueid_7673,No
Kenya_uniqueid_2292,No
Kenya_uniqueid_1217,Yes
Tanzania_uniqueid_5546,No
Kenya_uniqueid_3604,Yes
Rwanda_uniqueid_4252,No
Tanzania_uniqueid_5762,Yes
Tanzania_uniqueid_4265,No
Tanzania_uniqueid_641,No
Kenya_uniqueid_1660,Yes
Tanzania_uniqueid_1550,No
Kenya_uniqueid_843,Yes
Kenya_uniqueid_2978,No
Rwanda_uniqueid_1341,No
Tanzania_uniqueid_5545,Yes
Kenya_uniqueid_2092,Yes
Tanzania_uniqueid_5744,No
Rwanda_uniqueid_300,Yes
Kenya_uniqueid_3064,Yes
Tanzania_uniqueid_2626,No
Rwanda_uniqueid_3124,No
Kenya_uniqueid_792,Yes
Uganda_uniqueid_2072,No
Kenya_uniqueid_2634,Yes
Kenya_uniqueid_3298,No
Rwanda_uniqueid_1088,No
Kenya_uniqueid_5522,Yes
Kenya_uniqueid_6005,Yes
Uganda_uniqueid_1631,No
Kenya_uniqueid_4101,Yes
Rwanda_uniqueid_1859,No
Tanzania_uniqueid_1633,No
Tanzania_uniqueid_5598,No
Rwanda_uniqueid_5274,No
Rwanda_uniqueid_7499,Yes
Kenya_uniqueid_15,Yes
Kenya_uniqueid_4779,Yes
Kenya_uniqueid_2793,Yes
Rwanda_uniqueid_5832,No
Tanzania_uniqueid_130,No
Rwanda_uniqueid_4644,No
Kenya_uniqueid_5923,No
Tanzania_uniqueid_6166,Yes
Rwanda_uniqueid_5518,No
Tanzania_uniqueid_980,No
Rwanda_uniqueid_3586,No
Rwanda_uniqueid_6627,Yes
Uganda_uniqueid_222,No
Kenya_uniqueid_99,Yes
Kenya_uniqueid_2607,No
Rwanda_uniqueid_6625,No
Tanzania_uniqueid_2081,No
Tanzania_uniqueid_2892,No
Rwanda_uniqueid_971,No
Tanzania_uniqueid_4944,No
Kenya_uniqueid_6,No
Tanzania_uniqueid_1962,No
Tanzania_uniqueid_4434,No
Kenya_uniqueid_5013,Yes
Tanzania_uniqueid_777,No
Kenya_uniqueid_5414,No
Rwanda_uniqueid_2736,Yes
Kenya_uniqueid_462,No
Tanzania_uniqueid_2595,No
Rwanda_uniqueid_5424,No
Tanzania_uniqueid_2944,No
Tanzania_uniqueid_3453,No
Tanzania_uniqueid_792,No
Kenya_uniqueid_1939,Yes
Rwanda_uniqueid_5040,No
Rwanda_uniqueid_3050,Yes
Tanzania_uniqueid_4876,Yes
Kenya_uniqueid_4871,No
Tanzania_uniqueid_4865,Yes
Uganda_uniqueid_1059,No
Rwanda_uniqueid_1908,No
Tanzania_uniqueid_154,No
Tanzania_uniqueid_1668,No
Tanzania_uniqueid_5903,No
Rwanda_uniqueid_1637,No
Tanzania_uniqueid_3327,Yes
Rwanda_uniqueid_5103,Yes
Kenya_uniqueid_5070,No
Rwanda_uniqueid_1155,No
Rwanda_uniqueid_5725,Yes
Tanzania_uniqueid_5771,No
Rwanda_uniqueid_7684,Yes
Rwanda_uniqueid_6446,No
Tanzania_uniqueid_5077,No
Tanzania_uniqueid_4109,No
Kenya_uniqueid_5466,Yes
Rwanda_uniqueid_1444,Yes
Rwanda_uniqueid_1597,No
Rwanda_uniqueid_3959,Yes
Kenya_uniqueid_569,Yes
Rwanda_uniqueid_6656,No
Tanzania_uniqueid_1536,No
Rwanda_uniqueid_5703,No
Rwanda_uniqueid_3434,Yes
Rwanda_uniqueid_5242,No
Rwanda_uniqueid_1114,Yes
Rwanda_uniqueid_8600,Yes
Rwanda_uniqueid_1979,No
Rwanda_uniqueid_4832,Yes
Tanzania_uniqueid_4857,No
Kenya_uniqueid_2334,Yes
Uganda_uniqueid_1458,No
Rwanda_uniqueid_3014,No
Uganda_uniqueid_982,No
Kenya_uniqueid_2526,No
Rwanda_uniqueid_6683,No
Tanzania_uniqueid_2583,Yes
Uganda_uniqueid_604,No
Rwanda_uniqueid_422,No
Rwanda_uniqueid_7886,No
Kenya_uniqueid_4455,Yes
Uganda_uniqueid_482,Yes
Uganda_uniqueid_1407,No
Tanzania_uniqueid_2214,No
Rwanda_uniqueid_6592,No
Tanzania_uniqueid_4712,Yes
Rwanda_uniqueid_666,No
Tanzania_uniqueid_4562,No
Kenya_uniqueid_3893,No
Kenya_uniqueid_2614,Yes
Rwanda_uniqueid_3171,No
Rwanda_uniqueid_7220,No
Rwanda_uniqueid_868,No
Kenya_uniqueid_1576,Yes
Rwanda_uniqueid_3672,No
Rwanda_uniqueid_1921,No
Rwanda_uniqueid_7181,No
Kenya_uniqueid_1584,No
Tanzania_uniqueid_3125,No
Kenya_uniqueid_1521,No
Kenya_uniqueid_1618,No
Tanzania_uniqueid_5692,No
Uganda_uniqueid_1364,No
Rwanda_uniqueid_7484,Yes
Rwanda_uniqueid_3879,No
Rwanda_uniqueid_1554,No
Tanzania_uniqueid_125,No
Kenya_uniqueid_5059,No
Tanzania_uniqueid_4116,No
Kenya_uniqueid_2319,Yes
Kenya_uniqueid_406,Yes
Kenya_uniqueid_220,No
Kenya_uniqueid_4124,No
Tanzania_uniqueid_4807,No
Rwanda_uniqueid_4286,No
Uganda_uniqueid_188,No
Rwanda_uniqueid_2689,No
Kenya_uniqueid_2038,Yes
Rwanda_uniqueid_1880,No
Kenya_uniqueid_1023,Yes
Rwanda_uniqueid_1367,No
Kenya_uniqueid_267,No
Rwanda_uniqueid_7624,No
Rwanda_uniqueid_2794,No
Kenya_uniqueid_3828,No
Tanzania_uniqueid_3198,No
Tanzania_uniqueid_5529,No
Kenya_uniqueid_1352,No
Rwanda_uniqueid_5868,No
Kenya_uniqueid_4666,Yes
Kenya_uniqueid_1264,No
Tanzania_uniqueid_800,No
Kenya_uniqueid_3585,No
Kenya_uniqueid_5525,Yes
Rwanda_uniqueid_1846,Yes
Rwanda_uniqueid_1405,No
Kenya_uniqueid_4724,Yes
Rwanda_uniqueid_4427,No
Tanzania_uniqueid_3129,No
Tanzania_uniqueid_4004,No
Kenya_uniqueid_4763,Yes
Uganda_uniqueid_677,No
Rwanda_uniqueid_7813,No
Tanzania_uniqueid_5917,No
Rwanda_uniqueid_4502,No
Kenya_uniqueid_3518,Yes
Tanzania_uniqueid_1140,Yes
Kenya_uniqueid_3834,Yes
Uganda_uniqueid_997,No
Kenya_uniqueid_4709,Yes
Tanzania_uniqueid_2150,No
Kenya_uniqueid_3308,Yes
Rwanda_uniqueid_224,No
Uganda_uniqueid_365,No
Kenya_uniqueid_5441,Yes
Rwanda_uniqueid_3193,No
Tanzania_uniqueid_3517,No
Uganda_uniqueid_724,Yes
Rwanda_uniqueid_4737,No
Rwanda_uniqueid_4238,No
Rwanda_uniqueid_2883,Yes
Uganda_uniqueid_1243,No
Tanzania_uniqueid_2753,No
Tanzania_uniqueid_178,No
Tanzania_uniqueid_2183,No
Tanzania_uniqueid_1688,No
Kenya_uniqueid_5089,No
Rwanda_uniqueid_8410,No
Kenya_uniqueid_896,Yes
Rwanda_uniqueid_7183,No
Kenya_uniqueid_1226,Yes
Tanzania_uniqueid_3881,No
Rwanda_uniqueid_341,No
Rwanda_uniqueid_6153,No
Kenya_uniqueid_4755,Yes
Tanzania_uniqueid_4278,No
Rwanda_uniqueid_888,No
Rwanda_uniqueid_43,Yes
Rwanda_uniqueid_694,No
Rwanda_uniqueid_6774,No
Rwanda_uniqueid_4233,No
Tanzania_uniqueid_5702,Yes
Tanzania_uniqueid_5996,No
Kenya_uniqueid_4861,No
Tanzania_uniqueid_1162,No
Rwanda_uniqueid_199,No
Rwanda_uniqueid_5652,No
Kenya_uniqueid_3797,Yes
Kenya_uniqueid_3905,Yes
Uganda_uniqueid_1209,No
Tanzania_uniqueid_1577,No
Rwanda_uniqueid_3399,Yes
Tanzania_uniqueid_3212,No
Uganda_uniqueid_1088,Yes
Rwanda_uniqueid_5648,No
Rwanda_uniqueid_6614,No
Tanzania_uniqueid_1265,Yes
Tanzania_uniqueid_2603,No
Rwanda_uniqueid_1635,No
Tanzania_uniqueid_6487,No
Rwanda_uniqueid_4091,No
Tanzania_uniqueid_4424,Yes
Kenya_uniqueid_2789,Yes
Rwanda_uniqueid_201,No
Kenya_uniqueid_1181,No
Rwanda_uniqueid_6731,No
Kenya_uniqueid_62,No
Rwanda_uniqueid_3967,Yes
Kenya_uniqueid_5423,Yes
Rwanda_uniqueid_4773,Yes
Kenya_uniqueid_1460,No
Rwanda_uniqueid_5011,Yes
Kenya_uniqueid_5359,No
Uganda_uniqueid_1957,No
Rwanda_uniqueid_7249,Yes
Rwanda_uniqueid_6763,No
Tanzania_uniqueid_1385,No
Rwanda_uniqueid_1269,No
Kenya_uniqueid_453,Yes
Tanzania_uniqueid_5914,No
Tanzania_uniqueid_1464,No
Kenya_uniqueid_1396,No
Uganda_uniqueid_1624,No
Kenya_uniqueid_3890,No
Uganda_uniqueid_955,No
Kenya_uniqueid_597,Yes
Kenya_uniqueid_5621,No
Rwanda_uniqueid_4647,No
Rwanda_uniqueid_4082,No
Tanzania_uniqueid_3429,No
Kenya_uniqueid_5640,Yes
Kenya_uniqueid_4850,No
Kenya_uniqueid_3300,Yes
Tanzania_uniqueid_770,No
Rwanda_uniqueid_4702,No
Uganda_uniqueid_170,No
Kenya_uniqueid_3033,Yes
Uganda_uniqueid_1272,No
Kenya_uniqueid_2095,Yes
Uganda_uniqueid_853,No
Rwanda_uniqueid_7922,No
Tanzania_uniqueid_5718,No
Kenya_uniqueid_3857,No
Kenya_uniqueid_4460,No
Rwanda_uniqueid_534,Yes
Uganda_uniqueid_2013,No
Tanzania_uniqueid_1309,No
Kenya_uniqueid_1830,Yes
Rwanda_uniqueid_4446,Yes
Rwanda_uniqueid_6402,No
Tanzania_uniqueid_5185,No
Kenya_uniqueid_5839,Yes
Kenya_uniqueid_1485,No
Rwanda_uniqueid_21,Yes
Rwanda_uniqueid_844,No
Rwanda_uniqueid_7734,No
Tanzania_uniqueid_3715,No
Rwanda_uniqueid_6355,Yes
Kenya_uniqueid_3648,Yes
Kenya_uniqueid_4930,No
Uganda_uniqueid_318,Yes
Tanzania_uniqueid_3680,Yes
Rwanda_uniqueid_1277,No
Kenya_uniqueid_3832,No
Tanzania_uniqueid_3100,No
Rwanda_uniqueid_7241,Yes
Tanzania_uniqueid_2713,Yes
Rwanda_uniqueid_3549,No
Rwanda_uniqueid_623,No
Rwanda_uniqueid_988,No
Tanzania_uniqueid_2927,Yes
Tanzania_uniqueid_4102,No
Rwanda_uniqueid_2593,Yes
Kenya_uniqueid_28,Yes
Tanzania_uniqueid_6287,No
Kenya_uniqueid_4148,No
Kenya_uniqueid_806,No
Rwanda_uniqueid_6559,Yes
Tanzania_uniqueid_2248,No
Rwanda_uniqueid_3888,No
Rwanda_uniqueid_3268,Yes
Tanzania_uniqueid_4360,Yes
Tanzania_uniqueid_6546,No
Rwanda_uniqueid_5125,Yes
Uganda_uniqueid_1829,No
Tanzania_uniqueid_3098,No
Rwanda_uniqueid_8702,Yes
Kenya_uniqueid_986,No
Tanzania_uniqueid_3533,No
Tanzania_uniqueid_4609,No
Rwanda_uniqueid_516,No
Uganda_uniqueid_1739,No
Kenya_uniqueid_926,No
Tanzania_uniqueid_4991,Yes
Kenya_uniqueid_1004,No
Tanzania_uniqueid_1802,No
Rwanda_uniqueid_1968,No
Rwanda_uniqueid_3573,No
Rwanda_uniqueid_7311,No
Tanzania_uniqueid_4191,No
Rwanda_uniqueid_6973,No
Rwanda_uniqueid_8112,Yes
Kenya_uniqueid_5350,No
Rwanda_uniqueid_6629,No
Rwanda_uniqueid_4305,No
Tanzania_uniqueid_4257,No
Tanzania_uniqueid_4728,No
Kenya_uniqueid_2799,No
Tanzania_uniqueid_1243,No
Uganda_uniqueid_508,No
Uganda_uniqueid_1721,No
Uganda_uniqueid_1058,No
Kenya_uniqueid_5596,Yes
Rwanda_uniqueid_3572,No
Kenya_uniqueid_2325,No
Rwanda_uniqueid_2578,No
Rwanda_uniqueid_6374,Yes
Tanzania_uniqueid_951,No
Kenya_uniqueid_5442,Yes
Tanzania_uniqueid_6406,No
Rwanda_uniqueid_3782,No
Rwanda_uniqueid_7492,No
Rwanda_uniqueid_1115,No
Rwanda_uniqueid_5183,No
Kenya_uniqueid_5342,Yes
Kenya_uniqueid_3731,No
Uganda_uniqueid_401,No
Tanzania_uniqueid_2821,No
Tanzania_uniqueid_3516,Yes
Rwanda_uniqueid_5136,Yes
Rwanda_uniqueid_5746,No
Tanzania_uniqueid_59,No
Rwanda_uniqueid_2818,No
Rwanda_uniqueid_8191,Yes
Kenya_uniqueid_4503,Yes
Kenya_uniqueid_3981,No
Rwanda_uniqueid_6300,No
Kenya_uniqueid_2164,No
Rwanda_uniqueid_4079,No
Kenya_uniqueid_2897,Yes
Rwanda_uniqueid_560,Yes
Rwanda_uniqueid_8064,No
Rwanda_uniqueid_8231,No
Uganda_uniqueid_1029,No
Tanzania_uniqueid_2835,No
Tanzania_uniqueid_1025,No
Kenya_uniqueid_1993,Yes
Tanzania_uniqueid_6066,Yes
Kenya_uniqueid_3196,No
Tanzania_uniqueid_3616,No
Rwanda_uniqueid_2048,No
Rwanda_uniqueid_7640,No
Tanzania_uniqueid_2514,No
Kenya_uniqueid_465,Yes
Tanzania_uniqueid_2628,No
Kenya_uniqueid_4370,No
Uganda_uniqueid_1563,No
Kenya_uniqueid_4238,No
Rwanda_uniqueid_3172,No
Rwanda_uniqueid_4322,No
Rwanda_uniqueid_6624,No
Tanzania_uniqueid_1862,No
Uganda_uniqueid_1897,No
Uganda_uniqueid_1728,No
Rwanda_uniqueid_7756,No
Kenya_uniqueid_795,Yes
Uganda_uniqueid_1400,No
Rwanda_uniqueid_819,No
Rwanda_uniqueid_8479,No
Tanzania_uniqueid_318,No
Tanzania_uniqueid_4614,No
Rwanda_uniqueid_594,No
Uganda_uniqueid_787,No
Uganda_uniqueid_591,Yes
Rwanda_uniqueid_5398,No
Rwanda_uniqueid_5474,No
Kenya_uniqueid_3043,Yes
Kenya_uniqueid_1044,Yes
Uganda_uniqueid_815,No
Tanzania_uniqueid_4519,No
Tanzania_uniqueid_6427,Yes
Rwanda_uniqueid_5171,No
Rwanda_uniqueid_1319,No
Tanzania_uniqueid_6540,No
Kenya_uniqueid_1845,Yes
Kenya_uniqueid_4279,No
Kenya_uniqueid_3836,Yes
Kenya_uniqueid_3461,No
Uganda_uniqueid_224,No
Rwanda_uniqueid_5176,No
Kenya_uniqueid_5026,Yes
Rwanda_uniqueid_3526,No
Rwanda_uniqueid_1264,No
Kenya_uniqueid_5272,Yes
Kenya_uniqueid_276,Yes
Tanzania_uniqueid_664,No
Kenya_uniqueid_2693,Yes
Rwanda_uniqueid_255,No
Uganda_uniqueid_1355,No
Uganda_uniqueid_1273,No
Rwanda_uniqueid_5029,No
Kenya_uniqueid_3076,No
Uganda_uniqueid_41,No
